tag	layer	target	N	C	H	W	bit
182	0	0	28	1	0	2	6
183	0	0	31	0	1	1	6
184	0	0	21	1	2	0	2
185	0	0	21	1	2	1	4
186	0	0	25	2	0	1	1
187	0	0	20	1	1	0	6
188	0	0	0	2	2	1	6
189	0	0	3	0	2	1	7
190	0	0	28	0	0	1	2
191	0	0	18	1	2	1	1
192	0	0	1	2	2	0	2
193	0	0	19	2	0	2	6
194	0	0	5	0	0	1	1
195	0	0	9	1	2	1	4
196	0	0	26	1	1	0	7
197	0	0	9	1	0	2	2
198	0	0	4	1	1	1	4
199	0	0	0	1	2	1	7
200	0	0	9	1	2	1	5
201	0	0	21	2	2	1	7
202	0	0	20	0	2	0	6
203	0	0	14	1	0	1	7
204	0	0	24	1	2	2	2
205	0	0	31	0	0	2	5
206	0	0	6	1	0	2	7
207	0	0	0	2	0	1	2
208	0	0	4	1	1	1	6
209	0	0	5	1	2	2	6
210	0	0	20	2	2	1	0
211	0	0	4	0	2	2	4
212	0	0	14	2	0	1	1
213	0	0	6	1	0	2	4
214	0	0	1	0	1	0	4
215	0	0	22	1	1	0	3
216	0	0	26	2	2	0	2
217	0	0	11	0	2	1	3
218	0	0	31	2	0	0	7
219	0	0	16	1	1	2	0
220	0	0	29	1	2	2	2
221	0	0	4	1	1	2	4
222	0	0	27	2	1	1	4
223	0	0	12	1	1	0	3
224	0	0	24	2	1	2	4
225	0	0	18	0	2	1	4
226	0	0	0	2	2	2	0
227	0	0	31	1	0	2	5
228	0	0	14	2	0	2	4
229	0	0	8	2	0	2	0
230	0	0	19	1	0	2	5
231	0	0	8	0	1	1	6
232	0	0	11	0	0	2	5
233	0	0	17	0	1	1	4
234	0	0	21	0	1	0	2
235	0	0	14	2	2	2	6
236	0	0	23	0	1	0	4
237	0	0	7	1	1	2	4
238	0	0	24	2	1	0	3
239	0	0	30	0	2	2	5
240	0	0	14	2	0	2	7
241	0	0	19	2	1	0	2
242	0	0	2	0	1	1	1
243	0	0	6	0	2	0	6
244	0	0	29	1	2	2	6
245	0	0	9	1	2	0	7
246	0	0	26	1	0	2	5
247	0	0	13	1	1	0	5
248	0	0	6	2	1	2	5
249	0	0	3	1	1	0	1
250	0	0	29	0	2	0	0
251	0	0	3	1	0	0	3
252	0	0	4	2	0	2	3
253	0	0	14	1	0	2	0
254	0	0	17	0	0	2	4
255	0	0	11	0	2	0	2
256	0	0	0	1	0	2	5
257	0	0	1	0	1	0	2
258	0	0	26	2	0	2	1
259	0	0	30	1	1	2	1
260	0	0	28	2	0	2	0
261	0	0	19	1	2	0	0
262	0	0	30	1	1	2	1
263	0	0	31	2	1	0	1
264	0	0	20	2	0	0	2
265	0	0	17	2	2	2	5
266	0	0	24	2	2	1	7
267	0	0	27	0	2	0	3
268	0	0	27	1	0	1	5
269	0	0	29	1	1	2	1
270	0	0	20	1	1	2	4
271	0	0	23	0	2	1	1
272	0	0	5	0	0	1	1
273	0	0	23	0	2	0	5
274	0	0	7	1	1	2	6
275	0	0	3	1	2	1	5
276	0	0	6	2	2	0	2
277	0	0	30	0	0	1	5
278	0	0	7	1	2	0	6
279	0	0	1	2	2	2	4
280	0	0	1	0	1	2	4
281	0	0	21	1	0	0	2
282	0	0	25	0	0	2	0
283	0	0	5	2	2	0	6
284	0	0	26	1	1	0	5
285	0	0	19	2	1	2	1
286	0	0	3	0	0	2	0
287	0	0	5	1	1	2	6
288	0	0	31	2	1	1	4
289	0	0	13	2	0	1	6
290	0	0	7	1	2	2	7
291	0	0	19	0	0	1	0
292	0	0	0	0	1	0	2
293	0	0	16	1	1	0	0
294	0	0	31	2	1	0	2
295	0	0	24	2	2	0	5
296	0	0	4	1	2	0	6
297	0	0	1	1	0	1	6
298	0	0	25	2	2	1	4
299	0	0	7	1	0	1	2
300	0	0	29	2	1	0	6
301	0	0	6	0	1	2	6
302	0	0	5	1	1	2	5
303	0	0	14	1	0	0	1
304	0	0	12	1	1	2	2
305	0	0	15	0	0	1	3
306	0	0	11	2	0	2	1
307	0	0	11	2	1	1	7
308	0	0	20	2	1	0	7
309	0	0	4	1	1	2	4
310	0	0	17	2	0	1	1
311	0	0	19	1	1	0	0
312	0	0	23	1	0	2	1
313	0	0	24	1	2	2	0
314	0	0	28	2	2	0	5
315	0	0	30	2	0	0	7
316	0	0	6	1	2	0	2
317	0	0	2	0	2	1	7
318	0	0	10	1	1	1	6
319	0	0	26	1	2	2	0
320	0	0	21	0	1	0	6
321	0	0	18	1	2	2	2
322	0	0	21	0	2	2	2
323	0	0	22	1	2	2	6
324	0	0	8	2	2	0	4
325	0	0	24	2	1	0	1
326	0	0	27	2	1	0	5
327	0	0	19	0	0	1	7
328	0	0	12	0	0	0	1
329	0	0	18	0	2	2	0
330	0	0	21	2	0	2	6
331	0	0	9	0	0	2	2
332	0	0	28	0	1	1	3
333	0	0	28	2	1	2	7
334	0	0	14	2	0	1	7
335	0	0	12	1	2	2	7
336	0	0	29	1	1	2	6
337	0	0	10	0	2	0	4
338	0	0	3	2	1	1	1
339	0	0	7	1	0	0	4
340	0	0	28	2	0	1	1
341	0	0	14	1	1	0	6
342	0	0	3	1	2	1	3
343	0	0	24	0	1	0	0
344	0	0	20	0	2	2	5
345	0	0	9	0	0	1	7
346	0	0	8	2	1	1	0
347	0	0	5	0	1	0	2
348	0	0	27	0	1	0	4
349	0	0	7	0	0	1	7
350	0	0	4	0	1	2	0
351	0	0	15	2	0	1	6
352	0	0	0	2	1	0	6
353	0	0	11	2	2	0	5
354	0	0	4	2	2	2	0
355	0	0	24	1	0	2	6
356	0	0	23	1	2	0	5
357	0	0	4	1	0	2	1
358	0	0	21	0	0	1	5
359	0	0	11	2	1	2	7
360	0	0	11	0	0	2	7
361	0	0	2	1	0	0	3
362	0	0	2	1	1	2	6
363	0	0	30	1	0	2	3
364	0	0	18	1	0	2	5
365	0	0	17	0	1	1	6
366	0	0	28	1	1	0	7
367	0	0	31	1	2	1	1
368	0	0	27	0	1	2	2
369	0	0	18	1	0	0	5
370	0	0	18	1	1	2	6
371	0	0	10	2	1	1	7
372	0	0	2	2	1	2	6
373	0	0	17	2	0	0	6
374	0	0	23	2	2	2	2
375	0	0	1	0	2	2	7
376	0	0	2	0	0	0	5
377	0	0	23	1	2	0	2
378	0	0	28	1	1	1	1
379	0	0	8	2	1	1	5
380	0	0	17	0	0	0	2
381	0	0	31	2	1	2	1
382	0	0	16	1	2	1	3
383	0	0	18	2	1	0	1
384	0	0	8	0	1	0	7
385	0	0	5	2	1	2	5
386	0	0	4	2	2	1	4
387	0	0	10	2	2	2	2
388	0	0	23	2	0	0	3
389	0	0	8	0	1	0	5
390	0	0	23	1	2	0	1
391	0	0	4	1	1	2	7
392	0	0	26	1	2	0	2
393	0	0	20	2	0	1	7
394	0	0	22	0	2	2	2
395	0	0	8	1	2	0	1
396	0	0	9	1	0	0	5
397	0	0	14	1	2	1	1
398	0	0	16	0	2	2	4
399	0	0	8	2	1	2	1
400	0	0	10	2	2	0	2
401	0	0	21	2	0	0	1
402	0	0	2	2	2	1	3
403	0	0	26	2	2	0	7
404	0	0	18	2	1	1	3
405	0	0	25	1	1	0	0
406	0	0	10	1	1	1	7
407	0	0	13	1	2	0	5
408	0	0	20	2	1	1	2
409	0	0	23	2	2	0	5
410	0	0	15	1	0	1	7
411	0	0	15	0	0	0	4
412	0	0	24	2	1	0	2
413	0	0	20	2	2	1	3
414	0	0	10	1	2	1	7
415	0	0	19	1	0	0	6
416	0	0	29	0	0	2	5
417	0	0	3	0	1	1	7
418	0	0	18	2	0	0	6
419	0	0	8	1	2	1	6
420	0	0	23	0	1	0	3
421	0	0	23	2	1	0	6
422	0	0	28	2	1	2	1
423	0	0	8	0	1	1	5
424	0	0	23	0	0	2	6
425	0	0	2	0	0	0	5
426	0	0	30	2	1	0	2
427	0	0	20	2	1	0	6
428	0	0	19	2	1	2	7
429	0	0	19	1	0	1	5
430	0	0	7	1	2	1	0
431	0	0	30	1	2	2	3
432	0	0	3	2	1	0	6
433	0	0	9	2	0	0	1
434	0	0	12	0	1	1	6
435	0	0	9	1	2	0	6
436	0	0	30	2	2	0	2
437	0	0	13	2	1	2	7
438	0	0	24	1	0	1	5
439	0	0	22	2	2	2	4
440	0	0	30	0	0	1	4
441	0	0	14	1	1	2	3
442	0	0	31	1	1	1	4
443	0	0	18	0	2	2	6
444	0	0	25	1	0	1	0
445	0	0	18	2	0	1	7
446	0	0	16	2	1	0	3
447	0	0	17	2	2	1	2
448	0	0	6	2	2	2	3
449	0	0	15	0	2	2	3
450	0	0	14	0	0	1	5
451	0	0	30	0	2	0	0
452	0	0	10	1	2	1	7
453	0	0	12	1	1	1	0
454	0	0	5	2	2	0	0
455	0	0	11	1	0	0	6
456	0	0	31	0	2	1	0
457	0	0	0	1	2	2	1
458	0	0	21	1	1	2	7
459	0	0	8	2	1	1	3
460	0	0	7	1	0	2	7
461	0	0	16	2	0	0	5
462	0	0	18	2	2	0	2
463	0	0	25	1	2	1	1
464	0	0	25	2	0	0	2
465	0	0	30	1	0	0	4
466	0	0	24	0	1	1	5
467	0	0	19	2	2	2	0
468	0	0	16	2	1	2	3
469	0	0	3	2	0	1	4
470	0	0	10	1	2	2	4
471	0	0	7	2	1	1	3
472	0	0	14	0	1	0	7
473	0	0	23	1	2	2	7
474	0	0	13	0	2	2	1
475	0	0	28	2	2	1	1
476	0	0	7	0	2	2	3
477	0	0	9	0	1	2	7
478	0	0	7	2	0	2	7
479	0	0	5	2	1	0	7
480	0	0	8	2	1	1	0
481	0	0	29	2	1	2	0
482	0	0	25	1	0	2	3
483	0	0	4	0	1	1	1
484	0	0	3	0	1	0	4
485	0	0	26	0	0	2	6
486	0	0	23	1	1	1	6
487	0	0	5	2	2	2	2
488	0	0	22	0	0	2	6
489	0	0	8	2	0	0	0
490	0	0	19	1	2	2	6
491	0	0	24	0	0	1	5
492	0	0	9	1	0	2	1
493	0	0	2	2	1	2	0
494	0	0	15	0	0	0	0
495	0	0	28	2	2	2	0
496	0	0	15	2	0	1	7
497	0	0	14	2	0	0	2
498	0	0	18	0	2	2	5
499	0	0	20	0	1	0	3
500	0	0	26	1	1	0	2
501	0	0	27	2	1	0	5
502	0	0	24	2	1	2	6
503	0	0	26	0	1	1	2
504	0	0	30	0	0	1	2
505	0	0	29	0	2	1	6
506	0	0	8	1	0	1	3
507	0	0	21	2	0	1	5
508	0	0	5	2	2	0	0
509	0	0	17	1	2	2	0
510	0	0	4	0	2	2	3
511	0	0	30	0	1	1	0
512	0	0	13	0	2	0	7
513	0	0	15	2	2	2	3
514	0	0	25	0	2	1	4
515	0	0	24	1	2	2	5
516	0	0	19	1	1	2	7
517	0	0	29	0	2	1	5
518	0	0	13	1	1	1	0
519	0	0	14	2	0	0	4
520	0	0	26	1	0	0	5
521	0	0	14	1	2	0	7
522	0	0	21	1	1	2	7
523	0	0	29	0	2	1	2
524	0	0	8	2	2	1	2
525	0	0	3	2	0	0	0
526	0	0	0	1	0	2	3
527	0	0	4	2	0	0	3
528	0	0	29	1	0	2	7
529	0	0	31	0	0	2	6
530	0	0	0	0	2	2	4
531	0	0	18	0	2	2	6
532	0	0	11	0	0	2	2
533	0	0	15	0	2	2	4
534	0	0	22	1	1	0	5
535	0	0	25	1	2	0	3
536	0	0	19	2	0	2	0
537	0	0	5	1	1	1	7
538	0	0	3	2	0	2	2
539	0	0	5	1	1	2	5
540	0	0	6	2	0	0	3
541	0	0	30	1	0	0	4
542	0	0	2	0	1	0	3
543	0	0	9	2	1	0	4
544	0	0	10	2	0	2	6
545	0	0	21	1	2	0	1
546	0	0	22	0	0	1	3
547	0	0	4	1	2	2	6
548	0	0	20	0	2	1	7
549	0	0	31	0	1	2	6
550	0	0	27	0	2	2	6
551	0	0	5	2	1	0	1
552	0	0	5	1	0	1	2
553	0	0	24	1	1	0	1
554	0	0	0	1	1	1	4
555	0	0	6	0	0	0	6
556	0	0	28	2	2	2	6
557	0	0	6	0	0	1	1
558	0	0	20	1	0	1	6
559	0	0	24	0	2	2	3
560	0	0	10	2	1	0	2
561	0	0	17	1	1	1	2
562	0	0	4	0	1	1	6
563	0	0	19	1	0	1	4
564	0	0	15	2	2	1	3
565	0	0	29	0	0	1	0
566	0	0	25	1	2	1	5
567	0	0	28	1	1	2	2
568	0	0	19	1	2	2	3
569	0	0	30	1	0	1	5
570	0	0	18	2	2	2	7
571	0	0	15	1	1	1	6
572	0	0	23	0	2	0	2
573	0	0	1	2	1	2	3
574	0	0	28	1	2	0	6
575	0	0	31	0	2	1	3
576	0	0	16	2	0	2	6
577	0	0	24	0	1	2	7
578	0	0	25	2	2	2	6
579	0	0	2	1	2	2	1
580	0	0	6	0	2	2	5
581	0	0	10	2	2	0	6
582	0	0	21	1	0	0	1
583	0	0	16	0	2	2	3
584	0	0	28	1	1	1	2
585	0	0	22	0	1	0	4
586	0	0	26	0	0	2	2
587	0	0	22	1	1	1	3
588	0	0	30	1	1	0	7
589	0	0	28	1	0	1	0
590	0	0	7	0	1	2	1
591	0	0	10	2	0	2	2
592	0	0	10	1	2	1	7
593	0	0	14	1	2	0	2
594	0	0	27	1	0	2	3
595	0	0	28	2	1	1	0
596	0	0	13	0	1	2	1
597	0	0	6	2	0	1	5
598	0	0	12	1	0	1	7
599	0	0	20	2	1	2	6
600	0	0	7	1	1	1	2
601	0	0	19	2	2	0	2
602	0	0	20	0	0	1	1
603	0	0	11	1	2	0	6
604	0	0	26	2	0	2	6
605	0	0	27	0	1	2	2
606	0	0	10	1	1	0	2
607	0	0	20	1	2	0	5
608	0	0	0	1	0	0	6
609	0	0	31	1	2	1	6
610	0	0	28	1	0	0	0
611	0	0	14	1	0	1	3
612	0	0	18	0	1	2	7
613	0	0	7	2	0	1	5
614	0	0	2	2	1	2	3
615	0	0	27	0	2	2	3
616	0	0	19	0	1	1	5
617	0	0	5	1	0	0	3
618	0	0	22	2	2	2	6
619	0	0	10	2	0	0	3
620	0	0	3	2	1	2	4
621	0	0	10	1	2	1	4
622	0	0	17	2	2	0	2
623	0	0	26	0	1	2	2
624	0	0	8	0	0	2	5
625	0	0	15	2	1	1	2
626	0	0	17	2	1	1	7
627	0	0	4	2	0	1	4
628	0	0	23	1	1	1	0
629	0	0	5	2	1	2	5
630	0	0	4	2	1	0	6
631	0	0	13	1	1	1	4
632	0	0	21	2	2	0	7
633	0	0	21	2	0	0	1
634	0	0	29	0	0	0	7
635	0	0	29	0	1	0	2
636	0	0	19	0	1	0	5
637	0	0	16	0	1	2	2
638	0	0	3	1	2	1	3
639	0	0	27	2	0	2	1
640	0	0	0	0	1	0	2
641	0	0	14	2	2	1	0
642	0	0	0	2	1	0	6
643	0	0	8	1	0	0	6
644	0	0	5	2	0	0	5
645	0	0	23	1	0	1	2
646	0	0	9	0	2	2	0
647	0	0	10	1	1	2	3
648	0	0	9	1	2	2	7
649	0	0	13	0	0	0	1
650	0	0	24	1	1	1	2
651	0	0	15	1	2	0	3
652	0	0	18	2	0	2	4
653	0	0	13	2	2	2	3
654	0	0	25	1	2	0	3
655	0	0	31	1	0	0	7
656	0	0	4	2	0	1	5
657	0	0	8	1	2	1	5
658	0	0	11	1	0	0	1
659	0	0	0	1	0	0	0
660	0	0	25	2	1	2	6
661	0	0	27	2	1	0	2
662	0	0	17	0	1	0	3
663	0	0	9	2	1	1	1
664	0	0	19	2	1	2	3
665	0	0	3	0	0	1	1
666	0	0	29	2	2	0	4
667	0	0	11	0	0	2	2
668	0	0	0	0	1	1	4
669	0	0	10	1	0	2	4
670	0	0	7	0	1	1	4
671	0	0	4	1	2	2	1
672	0	0	31	1	2	1	0
673	0	0	31	2	0	1	2
674	0	0	16	0	2	2	1
675	0	0	14	2	2	0	0
676	0	0	0	0	0	1	5
677	0	0	24	0	0	0	6
678	0	0	14	1	0	1	5
679	0	0	17	0	2	1	1
680	0	0	3	0	0	2	0
681	0	0	25	0	1	1	4
682	0	0	20	0	2	1	0
683	0	0	23	0	1	2	4
684	0	0	15	1	1	2	7
685	0	0	12	2	2	0	2
686	0	0	0	1	0	0	5
687	0	0	0	1	0	2	6
688	0	0	19	0	0	2	3
689	0	0	26	1	0	0	4
690	0	0	5	0	0	2	6
691	0	0	23	1	2	0	1
692	0	0	8	2	1	0	0
693	0	0	27	2	0	0	4
694	0	0	16	1	1	2	5
695	0	0	20	1	1	0	1
696	0	0	12	0	2	0	2
697	0	0	6	0	1	1	5
698	0	0	26	0	2	1	3
699	0	0	28	1	1	1	1
700	0	0	5	0	2	1	0
701	0	0	13	1	0	0	3
702	0	0	22	1	2	0	4
703	0	0	16	0	0	1	7
704	0	0	15	0	1	0	2
705	0	0	7	0	0	0	2
706	0	0	12	1	1	2	1
707	0	0	16	0	0	0	3
708	0	0	28	0	0	1	1
709	0	0	2	1	0	0	6
710	0	0	25	1	0	1	6
711	0	0	11	1	0	0	4
712	0	0	17	1	0	0	3
713	0	0	18	1	1	2	7
714	0	0	3	0	1	1	2
715	0	0	26	0	2	2	3
716	0	0	1	1	2	1	7
717	0	0	31	1	2	2	5
718	0	0	24	1	0	0	5
719	0	0	14	0	1	0	7
720	0	0	22	2	0	0	1
721	0	0	15	2	0	1	0
722	0	0	14	2	1	1	2
723	0	0	11	0	2	1	5
724	0	0	1	2	2	1	2
725	0	0	12	1	2	1	2
726	0	0	31	0	0	0	3
727	0	0	14	0	2	1	0
728	0	0	21	2	0	0	5
729	0	0	11	1	0	0	2
730	0	0	9	0	2	1	1
731	0	0	23	2	2	1	1
732	0	0	21	1	1	0	2
733	0	0	27	2	1	2	5
734	0	0	11	2	2	2	5
735	0	0	14	2	2	0	6
736	0	0	19	2	2	1	2
737	0	0	11	2	0	2	6
738	0	0	2	0	2	1	3
739	0	0	6	1	0	1	1
740	0	0	15	1	1	0	1
741	0	0	21	1	0	1	3
742	0	0	15	2	0	1	4
743	0	0	6	2	0	0	6
744	0	0	28	2	1	0	6
745	0	0	31	1	1	2	6
746	0	0	6	1	2	2	3
747	0	0	10	1	0	0	4
748	0	0	1	1	1	0	1
749	0	0	21	0	1	0	1
750	0	0	5	1	2	2	7
751	0	0	1	1	2	0	6
752	0	0	10	0	0	1	3
753	0	0	12	1	2	2	4
754	0	0	18	1	0	0	0
755	0	0	25	2	2	1	2
756	0	0	3	1	0	1	1
757	0	0	18	2	2	2	7
758	0	0	12	0	0	0	2
759	0	0	18	0	1	0	4
760	0	0	25	1	1	2	4
761	0	0	5	2	2	1	2
762	0	0	23	1	1	0	7
763	0	0	2	1	1	1	4
764	0	0	14	1	2	0	2
765	0	0	6	0	2	1	6
766	0	0	14	2	0	1	6
767	0	0	30	2	0	1	4
768	0	0	5	1	2	0	2
769	0	0	7	1	0	0	3
770	0	0	12	0	0	1	1
771	0	0	27	0	2	0	4
772	0	0	20	2	0	0	6
773	0	0	25	2	1	1	7
774	0	0	0	2	2	2	6
775	0	0	7	1	0	0	1
776	0	0	6	2	0	1	5
777	0	0	26	1	1	2	7
778	0	0	30	0	0	1	6
779	0	0	9	2	2	2	6
780	0	0	2	1	1	2	3
781	0	0	3	2	1	1	5
782	0	0	1	1	1	1	4
783	0	0	31	2	2	0	3
784	0	0	8	1	2	1	5
785	0	0	17	2	1	2	1
786	0	0	12	1	0	1	7
787	0	0	23	0	2	0	1
788	0	0	19	2	2	1	2
789	0	0	1	0	0	0	0
790	0	0	15	0	1	0	5
791	0	0	12	1	1	1	6
792	0	0	7	2	0	0	5
793	0	0	31	2	1	0	7
794	0	0	22	1	0	1	1
795	0	0	18	0	1	0	2
796	0	0	13	0	2	0	3
797	0	0	17	2	1	2	0
798	0	0	0	1	0	2	2
799	0	0	0	0	1	2	4
800	0	0	17	1	1	1	7
801	0	0	16	0	1	1	6
802	0	0	6	0	2	2	5
803	0	0	18	1	2	0	7
804	0	0	4	1	1	2	5
805	0	0	17	1	2	2	4
806	0	0	12	0	2	0	0
807	0	0	25	2	1	2	2
808	0	0	1	2	1	1	4
809	0	0	26	1	1	2	0
810	0	0	12	1	2	2	3
811	0	0	30	2	1	2	4
812	0	0	10	2	2	0	4
813	0	0	6	1	0	2	4
814	0	0	11	2	1	2	1
815	0	0	14	1	0	2	4
816	0	0	26	1	1	1	4
817	0	0	29	0	1	0	1
818	0	0	30	0	2	0	6
819	0	0	19	1	0	0	2
820	0	0	12	1	1	2	7
821	0	0	9	1	2	0	1
822	0	0	31	1	2	0	5
823	0	0	3	0	1	1	3
824	0	0	10	2	0	1	1
825	0	0	8	2	1	2	6
826	0	0	25	1	1	1	0
827	0	0	2	2	0	2	5
828	0	0	0	1	2	0	0
829	0	0	0	2	2	0	3
830	0	0	22	1	0	0	6
831	0	0	19	0	0	0	4
832	0	0	18	1	2	2	5
833	0	0	27	2	0	1	7
834	0	0	22	0	0	1	0
835	0	0	14	0	2	0	3
836	0	0	1	2	2	0	1
837	0	0	23	2	2	0	6
838	0	0	16	2	2	0	0
839	0	0	6	2	0	0	1
840	0	0	26	1	1	0	4
841	0	0	30	2	0	0	0
842	0	0	19	1	2	0	4
843	0	0	8	1	0	2	1
844	0	0	18	0	0	1	3
845	0	0	12	1	2	0	5
846	0	0	26	1	0	0	7
847	0	0	13	2	1	1	3
848	0	0	0	0	2	0	1
849	0	0	31	0	0	2	1
850	0	0	6	1	2	0	7
851	0	0	18	1	1	0	1
852	0	0	11	0	1	1	5
853	0	0	27	2	0	0	0
854	0	0	0	0	2	2	2
855	0	0	21	1	1	2	4
856	0	0	5	1	1	0	1
857	0	0	25	1	1	1	6
858	0	0	30	1	2	0	1
859	0	0	8	2	2	0	2
860	0	0	6	1	2	1	7
861	0	0	11	2	1	1	0
862	0	0	8	1	1	0	6
863	0	0	28	0	0	1	5
864	0	0	0	2	2	2	3
865	0	0	21	2	2	2	1
866	0	0	27	2	2	0	7
867	0	0	22	2	2	2	6
868	0	0	9	2	2	0	0
869	0	0	10	2	1	1	2
870	0	0	4	1	1	0	5
871	0	0	17	0	2	0	6
