tag	layer	block	head	x	y	target	bit
255	0	6	8	44	205	1	2
256	0	5	2	135	513	1	4
257	0	4	1	123	302	1	5
258	0	7	10	19	144	1	3
259	0	11	1	172	406	1	5
260	0	6	7	3	270	1	1
261	0	5	9	172	766	1	4
262	0	6	10	163	380	1	1
263	0	3	9	120	25	1	5
264	0	3	11	165	64	1	7
265	0	4	2	166	418	1	1
266	0	0	1	9	311	1	7
267	0	1	6	60	550	1	2
268	0	7	9	94	686	1	6
269	0	11	10	186	158	1	6
270	0	1	4	125	630	1	6
271	0	0	7	176	379	1	3
272	0	7	10	60	371	1	1
273	0	5	0	139	660	1	5
274	0	6	7	70	194	1	1
275	0	1	0	169	217	1	0
276	0	5	1	62	128	1	3
277	0	8	3	53	600	1	3
278	0	5	4	37	610	1	0
279	0	2	2	33	553	1	4
280	0	1	0	169	26	1	2
281	0	5	0	60	602	1	5
282	0	2	11	67	53	1	2
283	0	6	7	134	116	1	1
284	0	7	7	92	525	1	1
285	0	8	11	56	629	1	0
286	0	10	10	133	308	1	7
287	0	0	6	15	490	1	6
288	0	10	1	27	502	1	7
289	0	1	1	82	622	1	2
290	0	2	6	70	639	1	5
291	0	9	8	135	301	1	7
292	0	9	10	110	101	1	1
293	0	10	6	196	564	1	3
294	0	7	7	58	423	1	5
295	0	6	5	106	747	1	1
296	0	6	5	80	681	1	4
297	0	2	1	175	485	1	1
298	0	1	11	23	442	1	1
299	0	11	9	95	133	1	0
300	0	8	6	143	337	1	1
301	0	5	4	170	433	1	0
302	0	9	9	79	360	1	1
303	0	8	3	54	158	1	7
304	0	1	1	89	569	1	5
305	0	4	8	146	231	1	6
306	0	9	9	157	691	1	0
307	0	10	2	177	273	1	0
308	0	4	5	179	316	1	5
309	0	0	1	46	146	1	6
310	0	2	1	189	648	1	0
311	0	11	6	135	220	1	6
312	0	7	4	87	161	1	5
313	0	11	0	83	581	1	1
314	0	2	10	40	632	1	0
315	0	1	7	69	453	1	6
316	0	9	3	113	424	1	4
317	0	8	1	29	353	1	6
318	0	4	8	173	694	1	7
319	0	10	6	78	46	1	3
320	0	9	4	14	7	1	3
321	0	3	4	196	140	1	4
322	0	5	11	30	7	1	7
323	0	6	8	44	132	1	6
324	0	11	1	58	512	1	5
325	0	6	0	189	43	1	6
326	0	7	9	19	320	1	6
327	0	6	4	181	655	1	6
328	0	1	2	103	21	1	5
329	0	9	1	117	706	1	5
330	0	6	9	27	249	1	6
331	0	6	4	134	80	1	6
332	0	11	2	86	226	1	5
333	0	1	8	130	648	1	1
334	0	8	11	49	357	1	5
335	0	10	2	37	241	1	1
336	0	4	10	50	177	1	2
337	0	1	7	45	643	1	7
338	0	9	10	194	593	1	7
339	0	9	10	164	650	1	5
340	0	5	7	38	450	1	1
341	0	7	9	161	310	1	4
342	0	0	4	90	519	1	1
343	0	7	5	115	38	1	0
344	0	4	9	19	660	1	1
345	0	9	9	129	393	1	7
346	0	8	9	189	42	1	7
347	0	10	8	48	329	1	7
348	0	2	5	15	461	1	1
349	0	11	0	21	516	1	2
350	0	3	8	181	448	1	7
351	0	8	5	156	162	1	5
352	0	4	10	99	418	1	5
353	0	9	1	13	646	1	5
354	0	5	4	24	571	1	6
355	0	4	5	185	672	1	2
356	0	1	5	149	679	1	2
357	0	4	2	167	715	1	6
358	0	9	8	181	86	1	4
359	0	6	10	164	336	1	2
360	0	11	10	189	701	1	1
361	0	10	0	108	520	1	5
362	0	5	5	79	184	1	3
363	0	7	2	49	231	1	2
364	0	1	10	75	103	1	0
365	0	5	9	196	632	1	2
366	0	6	11	39	166	1	2
367	0	9	0	42	738	1	7
368	0	6	7	93	692	1	3
369	0	9	3	72	766	1	7
370	0	8	3	61	316	1	7
371	0	5	7	173	584	1	7
372	0	4	2	97	514	1	6
373	0	3	0	154	141	1	4
374	0	10	11	123	380	1	1
375	0	8	2	31	291	1	1
376	0	4	6	115	525	1	2
377	0	1	0	56	461	1	5
378	0	6	3	13	405	1	5
379	0	6	0	20	383	1	3
380	0	5	2	25	731	1	5
381	0	2	11	9	293	1	7
382	0	2	7	194	722	1	7
383	0	9	4	1	81	1	0
384	0	3	1	38	561	1	6
385	0	4	0	60	308	1	1
386	0	3	1	107	654	1	7
387	0	1	10	127	611	1	0
388	0	8	4	147	247	1	2
389	0	6	3	0	629	1	5
390	0	9	8	106	191	1	1
391	0	5	6	17	538	1	0
392	0	7	5	11	650	1	6
393	0	4	1	191	16	1	5
394	0	5	9	61	750	1	1
395	0	11	0	193	340	1	2
396	0	5	10	139	346	1	2
397	0	7	2	178	490	1	2
398	0	1	4	183	468	1	0
399	0	3	5	11	204	1	0
400	0	4	4	131	407	1	7
401	0	0	4	192	662	1	3
402	0	5	4	12	671	1	5
403	0	1	11	94	447	1	6
404	0	7	7	98	347	1	2
405	0	11	1	127	376	1	4
406	0	11	9	108	80	1	6
407	0	2	1	139	300	1	5
408	0	1	4	83	676	1	4
409	0	7	2	154	734	1	6
410	0	11	0	113	359	1	7
411	0	11	4	90	629	1	6
412	0	10	5	14	76	1	6
413	0	8	0	191	695	1	2
414	0	2	0	155	694	1	7
415	0	2	5	17	241	1	5
416	0	6	10	145	33	1	2
417	0	7	1	94	380	1	7
418	0	9	6	35	542	1	5
419	0	5	1	166	285	1	3
420	0	0	8	188	190	1	7
421	0	6	4	143	120	1	4
422	0	11	11	114	219	1	4
423	0	7	1	51	125	1	2
424	0	7	1	44	730	1	7
425	0	10	11	81	683	1	5
426	0	1	4	140	555	1	4
427	0	2	5	182	726	1	2
428	0	8	2	57	124	1	3
429	0	3	8	126	26	1	5
430	0	9	9	94	478	1	2
431	0	1	11	16	316	1	6
432	0	11	6	122	538	1	6
433	0	9	10	18	128	1	5
434	0	1	2	115	477	1	5
435	0	8	2	163	601	1	2
436	0	6	8	128	56	1	1
437	0	2	5	77	168	1	2
438	0	11	1	57	354	1	4
439	0	4	2	50	650	1	4
440	0	10	8	77	629	1	1
441	0	10	2	43	606	1	2
442	0	10	9	159	737	1	5
443	0	0	10	7	83	1	0
444	0	9	9	67	666	1	3
445	0	6	7	158	654	1	0
446	0	10	7	139	296	1	4
447	0	3	7	175	415	1	4
448	0	1	7	176	61	1	2
449	0	6	5	123	475	1	3
450	0	9	11	36	320	1	5
451	0	5	8	102	133	1	5
452	0	8	7	27	326	1	3
453	0	1	2	68	460	1	3
454	0	1	9	12	297	1	6
455	0	6	9	63	163	1	5
456	0	11	7	80	194	1	2
457	0	8	7	119	510	1	4
458	0	0	3	23	402	1	7
459	0	3	0	149	361	1	0
460	0	4	4	126	611	1	7
461	0	8	2	2	110	1	6
462	0	4	5	186	374	1	6
463	0	0	5	102	52	1	3
464	0	8	8	73	75	1	6
465	0	7	9	195	563	1	4
466	0	10	1	156	121	1	2
467	0	6	2	95	347	1	5
468	0	3	8	154	521	1	6
469	0	0	11	11	39	1	2
470	0	5	2	121	531	1	7
471	0	9	9	131	143	1	5
472	0	5	9	41	402	1	4
473	0	5	11	129	521	1	7
474	0	9	5	76	486	1	0
475	0	5	9	172	112	1	6
476	0	4	9	185	704	1	0
477	0	7	11	67	671	1	3
478	0	0	8	149	491	1	2
479	0	10	2	184	634	1	6
480	0	10	3	62	32	1	1
481	0	0	2	112	321	1	6
482	0	6	8	176	208	1	6
483	0	9	11	120	753	1	0
484	0	2	10	132	212	1	5
485	0	7	2	134	385	1	5
486	0	7	10	136	350	1	5
487	0	11	9	174	658	1	4
488	0	7	8	49	252	1	4
489	0	4	11	57	304	1	4
490	0	3	5	176	721	1	7
491	0	7	4	89	573	1	4
492	0	1	6	146	692	1	6
493	0	5	4	37	297	1	0
494	0	11	10	20	354	1	7
495	0	4	3	191	490	1	3
496	0	8	2	69	575	1	4
497	0	1	3	157	758	1	3
498	0	0	10	171	543	1	3
499	0	3	5	13	102	1	6
500	0	11	0	120	102	1	2
501	0	8	7	40	416	1	7
502	0	10	4	51	294	1	5
503	0	10	8	15	91	1	3
504	0	11	6	185	38	1	2
505	0	2	2	9	406	1	7
506	0	11	4	74	38	1	0
507	0	9	4	154	109	1	5
508	0	7	2	164	556	1	7
509	0	8	1	119	279	1	3
510	0	5	10	41	748	1	7
511	0	4	11	183	190	1	0
512	0	5	2	75	581	1	3
513	0	9	8	163	415	1	6
514	0	5	2	22	410	1	1
515	0	2	0	122	331	1	3
516	0	4	4	98	241	1	7
517	0	5	4	77	596	1	0
518	0	10	0	92	709	1	3
519	0	10	2	30	476	1	4
520	0	6	11	175	514	1	4
521	0	1	9	163	302	1	5
522	0	3	2	56	136	1	7
523	0	7	6	191	620	1	5
524	0	11	3	140	482	1	3
525	0	10	8	193	610	1	1
526	0	7	1	135	720	1	5
527	0	9	9	28	63	1	3
528	0	8	8	38	168	1	5
529	0	7	11	29	696	1	3
530	0	9	0	125	93	1	7
531	0	7	7	33	525	1	6
532	0	9	10	14	572	1	7
533	0	4	4	185	22	1	6
534	0	0	0	190	223	1	1
535	0	6	8	88	717	1	1
536	0	0	4	17	483	1	0
537	0	6	5	46	138	1	6
538	0	6	1	114	386	1	6
539	0	10	10	169	552	1	2
540	0	5	8	30	182	1	6
541	0	2	0	186	228	1	0
542	0	4	8	118	689	1	6
543	0	6	5	58	253	1	7
544	0	2	0	70	193	1	1
545	0	10	3	107	629	1	0
546	0	3	7	17	103	1	0
547	0	9	3	172	720	1	0
548	0	11	3	11	411	1	7
549	0	8	8	55	57	1	2
550	0	4	9	59	749	1	5
551	0	9	4	172	328	1	3
552	0	2	6	169	533	1	3
553	0	4	10	70	62	1	2
554	0	10	0	109	569	1	7
555	0	5	8	164	687	1	6
556	0	5	2	178	426	1	6
557	0	4	3	96	188	1	7
558	0	3	7	76	724	1	2
559	0	0	8	143	422	1	6
560	0	8	4	34	397	1	3
561	0	3	7	84	662	1	1
562	0	5	0	23	548	1	3
563	0	4	1	96	689	1	0
564	0	3	7	194	601	1	3
565	0	3	3	85	310	1	0
566	0	3	3	189	120	1	7
567	0	11	6	154	720	1	3
568	0	3	6	141	329	1	4
569	0	7	4	136	664	1	5
570	0	4	7	92	525	1	7
571	0	1	3	184	480	1	5
572	0	5	9	80	423	1	0
573	0	3	4	189	149	1	0
574	0	8	4	149	593	1	6
575	0	2	6	50	337	1	3
576	0	9	4	62	511	1	5
577	0	7	7	185	657	1	7
578	0	2	2	187	360	1	2
579	0	11	8	139	500	1	2
580	0	10	1	15	536	1	0
581	0	10	2	12	6	1	6
582	0	10	0	59	69	1	2
583	0	3	0	129	466	1	5
584	0	9	10	163	682	1	7
585	0	7	0	4	6	1	6
586	0	0	8	135	739	1	4
587	0	4	2	4	514	1	6
588	0	1	3	24	536	1	2
589	0	3	5	158	539	1	4
590	0	4	6	101	80	1	5
591	0	7	4	144	249	1	3
592	0	10	1	20	669	1	0
593	0	6	0	97	386	1	7
594	0	10	1	2	719	1	2
595	0	7	9	111	660	1	5
596	0	1	3	135	43	1	3
597	0	11	0	145	486	1	4
598	0	1	2	175	287	1	0
599	0	5	11	4	212	1	2
600	0	6	9	19	306	1	2
601	0	3	6	145	398	1	5
602	0	11	8	35	705	1	1
603	0	11	6	88	54	1	1
604	0	3	5	19	348	1	6
605	0	0	7	162	279	1	7
606	0	3	6	91	566	1	6
607	0	2	1	174	599	1	6
608	0	9	1	75	252	1	1
609	0	4	11	39	389	1	2
610	0	6	1	81	369	1	1
611	0	0	4	78	455	1	5
612	0	1	6	33	89	1	2
613	0	7	1	142	568	1	6
614	0	0	9	22	362	1	1
615	0	9	4	83	394	1	0
616	0	6	9	99	86	1	3
617	0	8	2	43	701	1	6
618	0	2	7	68	308	1	4
619	0	2	4	16	171	1	6
620	0	6	5	76	495	1	1
621	0	4	9	63	738	1	7
622	0	9	2	50	468	1	1
623	0	4	9	1	405	1	5
624	0	6	6	84	450	1	5
625	0	10	5	152	139	1	4
626	0	9	5	177	205	1	7
627	0	2	11	101	326	1	4
628	0	11	5	162	502	1	3
629	0	6	1	71	402	1	5
630	0	9	10	51	606	1	2
631	0	8	11	6	744	1	7
632	0	3	6	112	298	1	1
633	0	10	3	127	142	1	4
634	0	4	6	168	157	1	6
635	0	1	9	114	612	1	7
636	0	6	8	136	518	1	6
637	0	0	1	92	718	1	1
638	0	3	2	168	680	1	5
639	0	10	5	156	45	1	6
640	0	6	4	27	10	1	1
641	0	3	7	130	764	1	3
642	0	5	5	100	474	1	2
643	0	0	6	123	107	1	4
644	0	1	5	29	747	1	2
645	0	4	8	87	466	1	3
646	0	7	7	89	487	1	1
647	0	11	1	178	463	1	5
648	0	4	0	11	727	1	1
649	0	5	11	165	111	1	2
650	0	3	5	132	178	1	2
651	0	8	6	109	473	1	3
652	0	10	6	47	190	1	6
653	0	0	7	188	628	1	3
654	0	9	11	109	398	1	0
655	0	3	9	52	285	1	1
656	0	1	5	137	191	1	5
657	0	3	10	117	116	1	4
658	0	7	9	135	654	1	5
659	0	6	5	156	401	1	1
660	0	5	10	117	632	1	2
661	0	11	10	76	629	1	1
662	0	2	4	80	120	1	3
663	0	1	8	46	382	1	2
664	0	6	9	107	610	1	2
665	0	6	10	108	190	1	7
666	0	8	8	177	660	1	2
667	0	2	2	125	295	1	2
668	0	5	5	115	634	1	0
669	0	0	6	124	139	1	3
670	0	8	6	129	668	1	7
671	0	10	7	125	425	1	7
672	0	2	3	21	578	1	0
673	0	4	8	8	281	1	3
674	0	4	8	43	468	1	7
675	0	8	4	28	586	1	1
676	0	8	11	93	555	1	0
677	0	7	1	139	223	1	6
678	0	11	0	167	253	1	4
679	0	7	7	67	356	1	1
680	0	1	11	60	214	1	5
681	0	9	9	161	438	1	2
682	0	2	9	52	211	1	0
683	0	5	5	136	287	1	2
684	0	11	8	74	296	1	4
685	0	10	0	24	138	1	6
686	0	4	3	167	129	1	2
687	0	2	10	182	329	1	3
688	0	6	10	125	145	1	4
689	0	6	10	96	462	1	1
690	0	1	11	103	527	1	4
691	0	5	9	116	499	1	5
692	0	0	10	187	95	1	7
693	0	10	8	178	366	1	1
694	0	6	7	55	439	1	3
695	0	4	8	82	290	1	5
696	0	9	5	33	579	1	7
697	0	10	1	195	49	1	0
698	0	10	2	117	16	1	1
699	0	7	3	116	0	1	6
700	0	11	2	33	665	1	4
701	0	4	4	23	670	1	5
702	0	1	0	95	680	1	2
703	0	6	6	160	312	1	3
704	0	10	0	23	720	1	1
705	0	3	9	122	79	1	2
706	0	3	0	132	696	1	7
707	0	0	6	178	351	1	1
708	0	11	3	33	489	1	1
709	0	6	1	22	748	1	1
710	0	5	6	94	306	1	2
711	0	2	1	164	693	1	2
712	0	8	7	144	8	1	2
713	0	5	6	184	218	1	2
714	0	9	1	175	453	1	3
715	0	1	5	35	126	1	6
716	0	6	4	80	143	1	3
717	0	10	11	21	254	1	4
718	0	0	8	168	308	1	3
719	0	9	4	130	193	1	6
720	0	10	6	13	245	1	7
721	0	1	8	61	511	1	1
722	0	0	6	92	324	1	2
723	0	9	7	107	374	1	2
724	0	1	0	4	601	1	1
725	0	4	6	55	40	1	0
726	0	8	6	73	643	1	6
727	0	11	4	102	84	1	2
728	0	1	2	79	80	1	3
729	0	8	4	83	400	1	1
730	0	11	0	111	747	1	3
731	0	3	7	22	444	1	1
732	0	9	10	155	56	1	4
733	0	11	1	168	758	1	2
734	0	0	2	181	140	1	0
735	0	7	2	88	535	1	4
736	0	5	11	32	767	1	4
737	0	1	4	7	343	1	6
738	0	8	7	16	269	1	1
739	0	7	7	130	368	1	0
740	0	9	4	42	376	1	2
741	0	1	3	146	690	1	1
742	0	11	0	130	2	1	0
743	0	3	6	11	483	1	5
744	0	2	3	45	36	1	6
745	0	5	4	63	426	1	5
746	0	1	8	146	381	1	1
747	0	10	8	13	183	1	3
748	0	0	4	102	70	1	7
749	0	4	0	83	88	1	7
750	0	5	11	51	298	1	4
751	0	9	9	62	475	1	5
752	0	7	2	50	750	1	3
753	0	0	8	104	24	1	3
754	0	5	5	162	710	1	0
755	0	0	11	194	673	1	6
756	0	11	8	78	106	1	3
757	0	3	2	107	503	1	0
758	0	11	3	71	95	1	0
759	0	8	7	105	717	1	5
760	0	11	8	21	594	1	1
761	0	2	9	163	403	1	1
762	0	9	3	15	445	1	2
763	0	4	11	66	322	1	6
764	0	11	4	83	325	1	7
765	0	3	9	19	207	1	2
766	0	1	7	39	108	1	2
767	0	7	8	80	416	1	1
768	0	5	7	53	462	1	4
769	0	4	10	30	92	1	2
770	0	4	3	180	713	1	0
771	0	5	5	37	93	1	3
772	0	6	4	131	50	1	4
773	0	2	8	7	414	1	7
774	0	11	7	140	255	1	1
775	0	1	0	35	124	1	0
776	0	3	5	33	202	1	6
777	0	10	9	161	660	1	1
778	0	9	1	66	76	1	0
779	0	3	1	165	454	1	2
780	0	5	0	31	43	1	7
781	0	2	7	146	443	1	6
782	0	0	2	97	699	1	6
783	0	5	4	54	191	1	4
784	0	7	10	38	35	1	3
785	0	4	0	127	421	1	7
786	0	1	6	71	392	1	2
787	0	3	10	164	538	1	3
788	0	8	7	4	391	1	5
789	0	8	6	124	352	1	5
790	0	4	9	46	26	1	5
791	0	3	7	7	287	1	0
792	0	8	2	91	598	1	3
793	0	1	4	63	672	1	3
794	0	8	9	188	57	1	3
795	0	6	3	90	177	1	2
796	0	9	9	81	755	1	5
797	0	0	9	180	717	1	5
798	0	9	7	36	576	1	3
799	0	8	0	79	179	1	7
800	0	1	0	14	238	1	3
801	0	8	9	122	0	1	5
802	0	3	5	33	348	1	2
803	0	0	1	5	151	1	2
804	0	8	11	93	74	1	5
805	0	10	5	101	600	1	1
806	0	4	11	82	139	1	2
807	0	6	2	163	498	1	5
808	0	11	3	143	710	1	5
809	0	10	4	150	179	1	6
810	0	11	2	176	301	1	2
811	0	11	9	0	718	1	6
812	0	0	9	46	616	1	5
813	0	3	7	163	579	1	1
814	0	2	3	84	763	1	1
815	0	5	11	81	171	1	1
816	0	10	7	163	746	1	5
817	0	0	11	67	214	1	3
818	0	1	11	89	262	1	1
819	0	0	11	12	395	1	7
820	0	6	6	42	423	1	7
821	0	5	7	139	384	1	1
822	0	9	2	166	703	1	3
823	0	7	0	18	34	1	4
824	0	5	5	66	107	1	1
825	0	2	8	96	164	1	1
826	0	1	11	86	608	1	7
827	0	0	9	110	669	1	2
828	0	6	5	40	54	1	1
829	0	3	10	48	419	1	4
830	0	4	0	76	243	1	1
831	0	6	2	146	562	1	7
832	0	0	1	92	3	1	6
833	0	4	3	169	640	1	7
834	0	1	10	6	211	1	2
835	0	4	4	20	484	1	1
836	0	6	1	120	500	1	4
837	0	10	5	139	396	1	2
838	0	6	0	94	191	1	7
839	0	4	3	112	476	1	4
840	0	4	11	144	63	1	2
841	0	10	8	24	87	1	5
842	0	6	8	193	603	1	3
843	0	0	8	99	535	1	6
844	0	10	7	121	586	1	3
845	0	4	8	20	404	1	0
846	0	9	1	132	585	1	2
847	0	7	3	44	171	1	3
848	0	2	10	10	433	1	1
849	0	6	9	51	642	1	2
850	0	4	1	81	744	1	1
851	0	6	4	142	406	1	5
852	0	8	1	117	12	1	6
853	0	6	1	38	151	1	1
854	0	9	6	25	292	1	5
855	0	4	9	98	670	1	7
856	0	9	4	121	38	1	2
857	0	6	0	36	633	1	6
858	0	6	0	84	707	1	3
859	0	11	0	121	275	1	5
860	0	5	7	77	318	1	4
861	0	11	2	175	100	1	3
862	0	4	4	190	453	1	5
863	0	11	3	106	619	1	1
864	0	7	8	54	416	1	7
865	0	5	1	14	527	1	2
866	0	4	2	181	518	1	6
867	0	8	3	145	29	1	2
868	0	3	7	14	255	1	0
869	0	0	4	92	721	1	3
870	0	5	10	118	517	1	6
871	0	1	5	174	31	1	3
